"sent_n","ISO_language","coll","best","dstar","q1","q2","type","sent_numb","omega"
"37","eng","PUD","3","6","0.4238","0.2032","3-4",4,0.906012645113742
"37","fra","PSUD","4","5","0.6266","0.1208","3-4",19,0.935644416007824
"37","fra","PUD","3","6","0.5001","0.1474","3-4",19,0.919144683364619
"37","hin","PSUD","6","4","0.7513","0.1459","6-7",10,0.868424613620019
"37","hin","PUD","6","4","0.7001","0.149","6-7",10,0.851511963718006
"37","ind","PSUD","5","2","0.8066","0.3421","5",2,0.964646239199056
"37","ind","PUD","5","5","0.5369","0.206","5",2,0.953246437823834
"37","isl","PSUD","5","3","0.7141","0.272","5",8,0.958554215383761
"37","isl","PUD","3","7","0.4632","0.1728","3-4",8,0.935139530538209
"37","ita","PSUD","3","4","0.6776","0.1655","3-4",14,0.940821889897583
"37","ita","PUD","4","6","0.5091","0.1344","3-4",14,0.922074216012756
"37","jpn","PSUD","7","7","0.798","0.1242","6-7",19,0.869022093141183
"37","jpn","PUD","4","7","0.5008","0.0609","3-4",19,0.882609622461251
"37","pol","PSUD","4","3","0.8112","0.0025","3-4",1,0.89620253164557
"37","pol","PUD","4","3","0.7437","0.0269","3-4",1,0.854219948849105
"37","por","PSUD","3","4","0.6027","0.2067","3-4",9,0.930265428336895
"37","por","PUD","3","5","0.4593","0.2176","3-4",9,0.915505987311974
"37","rus","PSUD","5","5","0.5968","0.1429","5",1,0.919395465994962
"37","rus","PUD","5","7","0.5144","0.1209","5",1,0.940721649484536
"37","spa","PSUD","5","4","0.6269","0.1953","5",6,0.932316833655236
"37","spa","PUD","3","6","0.4404","0.198","3-4",6,0.911763265096853
"37","swe","PSUD","5","5","0.5542","0.1983","5",2,0.941260289268001
"37","swe","PUD","3","8","0.3984","0.1723","3-4",2,0.91112929065685
"37","tha","PSUD","3","3","0.7133","0.2286","3-4",11,0.942459205688381
"37","tha","PUD","5","3","0.6412","0.2491","5",11,0.944430881700123
"37","tur","PSUD","5","4","0.6657","0.1084","5",2,0.842364595810806
"37","tur","PUD","5","4","0.6498","0.111","5",2,0.841425241425241
"37","zho","PSUD","5","4","0.6088","0.105","5",5,0.757378497636552
"37","zho","PUD","5","4","0.5315","0.1303","5",5,0.77856773318427
"38","ara","PSUD","5","3","0.7894","0.1604","5",3,0.933326111257212
"38","ara","PUD","5","3","0.6967","0.1948","5",3,0.921488825918791
"38","eng","PSUD","5","4","0.6353","0.1558","5",2,0.912279470260658
"38","eng","PUD","3","5","0.4725","0.1692","3-4",2,0.89104242409202
"38","fra","PSUD","5","4","0.6498","0.1802","5",9,0.947050460097821
"38","fra","PUD","4","6","0.5053","0.1201","3-4",9,0.935259422225946
"38","hin","PSUD","7","5","0.7387","0.153","6-7",13,0.872631895888765
"38","hin","PUD","4","4","0.6121","0.1206","3-4",13,0.847960680619622
"38","ind","PSUD","5","2","0.7799","0.4063","5",1,0.973995271867612
"38","ind","PUD","1","2","0.6295","0.4359","1",1,0.973557692307692
"38","isl","PSUD","5","2","0.8449","0.3667","5",1,0.988066825775656
"38","isl","PUD","5","2","0.6293","0.3913","5",1,0.975490196078431
"38","ita","PSUD","3","4","0.6652","0.1762","3-4",10,0.941849502707178
"38","ita","PUD","3","5","0.5184","0.1779","3-4",10,0.92031125115035
"38","jpn","PSUD","7","6","0.8084","0.1289","6-7",13,0.89475093510875
"38","jpn","PUD","4","6","0.5428","0.0875","3-4",13,0.904619537286524
"38","pol","PSUD","5","5","0.5748","0.2213","5",2,0.96393632082286
"38","pol","PUD","5","5","0.5636","0.1838","5",2,0.950124018189334
"38","por","PSUD","3","5","0.6162","0.1315","3-4",6,0.933822291096444
"38","por","PUD","3","6","0.4965","0.132","3-4",6,0.905767507541311
"38","rus","PSUD","5","3","0.7468","0.2005","5",1,0.942446043165468
"38","rus","PUD","5","6","0.4532","0.1967","5",1,0.919512195121951
"38","spa","PSUD","3","4","0.6686","0.1569","3-4",7,0.935081464573593
"38","spa","PUD","3","5","0.5256","0.1577","3-4",7,0.908583540400969
"38","swe","PSUD","4","6","0.5801","0.059","3-4",3,0.94882289185165
"38","swe","PUD","4","7","0.4559","0.0952","3-4",3,0.929654251311502
"38","tha","PSUD","5","3","0.76","0.1849","5",12,0.936079989011702
"38","tha","PUD","5","4","0.6117","0.1763","5",12,0.934300321364028
"38","zho","PSUD","5","4","0.543","0.1805","5",4,0.883732274544524
"38","zho","PUD","4","5","0.4912","0.1517","3-4",4,0.913738860470984
"39","ara","PSUD","5","3","0.7282","0.2422","5",4,0.960942694436483
"39","ara","PUD","5","3","0.6908","0.2325","5",4,0.956720138038257
"39","ces","PSUD","5","2","0.7868","0.2368","5",1,0.891074212500596
"39","ces","PUD","5","2","0.7709","0.2062","5",1,0.857033161388808
"39","deu","PSUD","5","4","0.5763","0.1543","5",2,0.852550270145847
"39","deu","PUD","5","5","0.4115","0.1522","5",2,0.793672514971781
"39","eng","PSUD","5","4","0.6847","0.1677","5",2,0.94933429409476
"39","eng","PUD","4","5","0.5088","0.1324","3-4",2,0.905659231780214
"39","fin","PSUD","5","3","0.6553","0.2717","5",1,0.952127695951599
"39","fin","PUD","5","4","0.5995","0.1864","5",1,0.939488022119455
"39","fra","PSUD","3","5","0.6394","0.1065","3-4",7,0.922404817244241
"39","fra","PUD","3","6","0.5111","0.1196","3-4",7,0.900871622699568
"39","hin","PSUD","7","4","0.7424","0.1533","6-7",4,0.879230084076611
"39","hin","PUD","4","4","0.6178","0.1091","3-4",4,0.854213489231574
"39","ind","PSUD","7","3","0.7275","0.2081","6-7",3,0.940071526689209
"39","ind","PUD","5","3","0.6557","0.215","5",3,0.924321805099733
"39","isl","PSUD","5","4","0.6579","0.2196","5",1,0.957462718311404
"39","isl","PUD","1","4","0.5217","0.3054","1",1,0.956388709725547
"39","ita","PSUD","4","7","0.5623","0.071","3-4",7,0.948820304379156
"39","ita","PUD","4","9","0.4513","0.0688","3-4",7,0.937921325481318
"39","jpn","PSUD","7","8","0.7089","0.1058","6-7",15,0.88789616344328
"39","jpn","PUD","4","6","0.5432","0.0834","3-4",15,0.903073335839124
"39","pol","PSUD","5","3","0.7007","0.1999","5",1,0.916036372135876
"39","pol","PUD","5","3","0.6663","0.1748","5",1,0.879536772558477
"39","por","PSUD","4","5","0.6153","0.0914","3-4",7,0.924192588691165
"39","por","PUD","4","7","0.4586","0.1054","3-4",7,0.913926314431184
"39","spa","PSUD","3","5","0.5867","0.1396","3-4",4,0.929190302093902
"39","spa","PUD","3","6","0.4747","0.1481","3-4",4,0.91475435111986
"39","tha","PSUD","5","4","0.6806","0.168","5",5,0.953579959138511
"39","tha","PUD","5","5","0.5667","0.1793","5",5,0.95696302327096
"39","zho","PSUD","3","3","0.5674","0.252","3-4",2,0.917899930978954
"39","zho","PUD","5","3","0.6088","0.2049","5",2,0.900327383126334
"4","ara","PSUD",NA,NA,NA,NA,NA,NA,0.5
"4","ara","PUD","1","2","0.8","0.6","1",4,0.375
"4","ces","PSUD","1","2","0.6571","0.8571","1",7,0.642857142857143
"4","ces","PUD","0","2","0.4808","0.6923","0",7,0
"4","deu","PSUD","1","2","0.5833","0.8333","1",5,0.7
"4","deu","PUD","0","2","0.2381","0.6667","0",5,-0.5
"4","eng","PSUD","1","2","0.8095","0.6667","1",3,0.666666666666667
"4","eng","PUD","1","2","0.625","0.75","1",3,0.5
"4","fin","PSUD","1","2","0.7551","0.8571","1",9,0.777777777777778
"4","fin","PUD","1","2","0.5909","0.8182","1",9,0.555555555555556
"4","fra","PSUD",NA,NA,NA,NA,NA,NA,0.75
"4","fra","PUD","0","2","0.25","0.75","0",2,0
"4","hin","PSUD","0","2","0.25","0.75","0",2,0
"4","hin","PUD",NA,NA,NA,NA,NA,NA,1
"4","ind","PSUD","0","2","0.6667","0.6667","0",4,0.25
"4","ind","PUD","0","2","0.6667","0.6667","0",4,0.25
"4","isl","PSUD",NA,NA,NA,NA,NA,NA,0.916666666666667
"4","isl","PUD","1","2","0.7253","0.7143","1",6,0.416666666666667
"4","ita","PSUD","1","2","0.8125","0.75","1",5,0.7
"4","ita","PUD","1","2","0.5833","0.8333","1",5,0.4
"4","jpn","PSUD",NA,NA,NA,NA,NA,NA,0
"4","jpn","PUD","0","2","0.001","0.6457","0",1,-0.5
"4","kor","PSUD","5","2","0.619","0.5714","5",10,-0.1
"4","kor","PUD","0","2","0.5029","0.65","0",10,-0.05
"4","pol","PSUD",NA,NA,NA,NA,NA,NA,0.916666666666667
"4","pol","PUD","5","2","0.6667","0.6667","5",6,0.0833333333333333
"4","por","PSUD","1","2","0.8118","0.8","1",7,0.785714285714286
"4","por","PUD","1","2","0.6111","0.7778","1",7,0.357142857142857
"4","rus","PSUD",NA,NA,NA,NA,NA,NA,0.7
"4","rus","PUD",NA,NA,NA,NA,NA,NA,0.6
"4","spa","PSUD",NA,NA,NA,NA,NA,NA,0.833333333333333
"4","spa","PUD","0","2","0.36","0.8","0",3,0
"4","swe","PSUD",NA,NA,NA,NA,NA,NA,0.916666666666667
"4","swe","PUD",NA,NA,NA,NA,NA,NA,0.833333333333333
"4","tha","PSUD",NA,NA,NA,NA,NA,NA,0.75
"4","tha","PUD",NA,NA,NA,NA,NA,NA,0.75
"4","tur","PSUD","5","2","0.7153","0.6471","5",12,0.291666666666667
"4","tur","PUD","5","2","0.7153","0.6471","5",12,0.291666666666667
"4","zho","PSUD","1","2","0.625","0.75","1",6,0.416666666666667
"4","zho","PUD","0","2","0.4182","0.7273","0",6,0.0833333333333333
"40","ara","PSUD","5","5","0.6598","0.0793","5",1,0.904347826086957
"40","ara","PUD","4","4","0.6783","0.0208","3-4",1,0.928888888888889
"40","deu","PSUD","5","5","0.5191","0.1301","5",2,0.848501001486076
"40","deu","PUD","3","4","0.5768","0.1382","3-4",2,0.850845468710925
"40","eng","PSUD","3","5","0.5691","0.2026","3-4",1,0.942675159235669
"40","eng","PUD","1","6","0.4497","0.2523","1",1,0.935205183585313
"40","fra","PSUD","3","5","0.6119","0.1431","3-4",14,0.945760638383491
"40","fra","PUD","3","6","0.4967","0.1514","3-4",14,0.92931136646317
"40","hin","PSUD","7","2","0.9136","0.1383","6-7",2,0.838496966601885
"40","hin","PUD","4","4","0.6497","0.0711","3-4",2,0.85537188022041
"40","ind","PSUD","5","3","0.7272","0.1791","5",2,0.917868128991239
"40","ind","PUD","5","3","0.65","0.1973","5",2,0.903657530039541
"40","ita","PSUD","3","4","0.6465","0.1958","3-4",10,0.954036671827452
"40","ita","PUD","3","5","0.5176","0.1777","3-4",10,0.93014263092784
"40","jpn","PSUD","5","3","0.7672","0.1473","5",10,0.896664406429868
"40","jpn","PUD","4","7","0.4872","0.0834","3-4",10,0.905449199822315
"40","por","PSUD","5","4","0.5835","0.2207","5",2,0.956072725867532
"40","por","PUD","4","4","0.5405","0.1648","3-4",2,0.939325842696629
"40","rus","PSUD","5","5","0.553","0.2289","5",1,0.959051724137931
"40","rus","PUD","1","5","0.4751","0.2729","1",1,0.947712418300654
"40","spa","PSUD","5","5","0.6454","0.124","5",4,0.949235827245836
"40","spa","PUD","4","10","0.4464","0.001","3-4",4,0.934475412897273
"40","swe","PSUD","1","2","0.547","0.5862","1",1,0.987261146496815
"40","swe","PUD","5","2","0.5702","0.3684","5",1,0.964679911699779
"40","tha","PSUD","5","4","0.6693","0.1409","5",6,0.917854177253729
"40","tha","PUD","5","4","0.6007","0.1717","5",6,0.923774473661434
"41","ara","PSUD","6","3","0.7423","0.2322","6-7",2,0.952641765594822
"41","ara","PUD","5","3","0.6731","0.2489","5",2,0.946715563088072
"41","ces","PSUD","5","4","0.6661","0.2068","5",1,0.975409836065574
"41","ces","PUD","5","5","0.5849","0.1396","5",1,0.941787941787942
"41","deu","PSUD","4","5","0.5817","0.001","3-4",1,0.823045267489712
"41","deu","PUD","4","6","0.5005","0.001","3-4",1,0.809421841541756
"41","fra","PSUD","4","4","0.6929","0.1311","3-4",8,0.936332356387876
"41","fra","PUD","4","8","0.4688","0.0646","3-4",8,0.919356574504555
"41","hin","PSUD","7","3","0.6955","0.1749","6-7",4,0.891207477829711
"41","hin","PUD","7","4","0.7985","0.1869","6-7",4,0.871675915627162
"41","ind","PSUD","5","2","0.7906","0.3889","5",1,0.981744421906694
"41","ind","PUD","5","3","0.5979","0.2893","5",1,0.966457023060797
"41","ita","PSUD","4","5","0.6265","0.1062","3-4",5,0.96031344181873
"41","ita","PUD","3","5","0.5003","0.2071","3-4",5,0.93803943063408
"41","jpn","PSUD","7","20","0.6916","0.1119","6-7",15,0.891186743980537
"41","jpn","PUD","4","7","0.491","0.077","3-4",15,0.902328463621056
"41","por","PSUD","4","5","0.6406","0.0693","3-4",2,0.921318112431141
"41","por","PUD","3","5","0.4954","0.1495","3-4",2,0.888880059334605
"41","rus","PSUD","5","3","0.7066","0.285","5",2,0.967631518680887
"41","rus","PUD","4","8","0.5175","0.001","3-4",2,0.955806858826005
"41","spa","PSUD","5","4","0.6519","0.1401","5",4,0.920206616327779
"41","spa","PUD","3","5","0.5037","0.1437","3-4",4,0.89481914109173
"41","swe","PSUD","5","5","0.6064","0.114","5",1,0.912065439672802
"41","swe","PUD","3","5","0.5385","0.1207","3-4",1,0.872916666666667
"41","tha","PSUD","5","3","0.7287","0.185","5",7,0.920440139089098
"41","tha","PUD","5","4","0.6109","0.1537","5",7,0.909121133604171
"41","zho","PSUD","5","4","0.6269","0.1027","5",3,0.796098698197447
"41","zho","PUD","5","5","0.5047","0.1189","5",3,0.84349560760217
"42","ara","PSUD","5","5","0.633","0.1693","5",1,0.96180779006506
"42","ara","PUD","5","2","0.8304","0.2394","5",1,0.936966554847961
"42","deu","PSUD","5","4","0.5308","0.1769","5",2,0.880212211832482
"42","deu","PUD","3","4","0.5155","0.1685","3-4",2,0.871508392884984
"42","eng","PSUD","5","5","0.4919","0.2201","5",1,0.95026528496997
"42","eng","PUD","4","9","0.3995","0.001","3-4",1,0.925050692065704
"42","fra","PSUD","5","4","0.6654","0.1654","5",3,0.949299043618126
"42","fra","PUD","4","6","0.5032","0.1049","3-4",3,0.931583879450888
"42","hin","PSUD","7","4","0.752","0.1211","6-7",8,0.841819779713766
"42","hin","PUD","4","4","0.6121","0.1013","3-4",8,0.836662549732285
"42","isl","PSUD","1","4","0.6351","0.3606","1",1,0.980940291651657
"42","isl","PUD","5","4","0.5112","0.3816","5",1,0.970798201947955
"42","ita","PSUD","5","4","0.6602","0.1541","5",4,0.933367015428128
"42","ita","PUD","3","5","0.5363","0.145","3-4",4,0.916562381321276
"42","jpn","PSUD","6","7","0.6987","0.1123","6-7",7,0.903737132510625
"42","jpn","PUD","3","6","0.5036","0.1147","3-4",7,0.91637711692652
"42","kor","PSUD","5","7","0.535","0.0634","5",1,0.871761741086955
"42","kor","PUD","5","3","0.7272","0.1433","5",1,0.874427812669841
"42","por","PSUD","5","3","0.7118","0.2231","5",2,0.952176024273998
"42","por","PUD","5","4","0.5539","0.2085","5",2,0.946824815620037
"42","spa","PSUD","3","6","0.6238","0.1053","3-4",1,0.959744434668093
"42","spa","PUD","3","8","0.4991","0.1041","3-4",1,0.947334234503099
"42","swe","PSUD","5","2","0.6581","0.3958","5",1,0.961439613470685
"42","swe","PUD","5","7","0.3513","0.6359","5",1,0.945062168043056
"42","tha","PSUD","6","2","0.8959","0.2241","6-7",1,0.953185986224976
"42","tha","PUD","5","3","0.6714","0.1987","5",1,0.934087926705774
"42","zho","PSUD","5","4","0.581","0.1356","5",3,0.849123199072097
"42","zho","PUD","5","5","0.4868","0.1246","5",3,0.838121239062535
"43","eng","PSUD","5","4","0.5604","0.2386","5",1,0.964083175803403
"43","eng","PUD","5","6","0.3889","0.1956","5",1,0.922330097087379
"43","fra","PSUD","4","5","0.6351","0.0703","3-4",4,0.942890420784738
"43","fra","PUD","4","8","0.465","0.0035","3-4",4,0.930289014432753
"43","hin","PSUD","5","2","0.9206","0.1429","5",1,0.854280510018215
"43","hin","PUD","5","3","0.7396","0.1277","5",1,0.864150943396226
"43","ita","PSUD","3","4","0.6544","0.1879","3-4",3,0.959894929292093
"43","ita","PUD","3","5","0.5221","0.1834","3-4",3,0.944486273834157
"43","jpn","PSUD","7","19","0.7126","0.1032","6-7",8,0.900594410220074
"43","jpn","PUD","4","7","0.5217","0.0595","3-4",8,0.906359849758787
"43","kor","PSUD","5","4","0.6805","0.1069","5",1,0.876838235294118
"43","kor","PUD","5","4","0.6891","0.0974","5",1,0.866913123844732
"43","por","PSUD","5","4","0.5833","0.2058","5",3,0.942325489998916
"43","por","PUD","4","5","0.4679","0.1614","3-4",3,0.91649879506252
"43","rus","PSUD","7","4","0.8984","0.1829","6-7",1,0.896174863387978
"43","rus","PUD","5","3","0.6535","0.1806","5",1,0.881481481481482
"43","spa","PSUD","5","4","0.6493","0.1801","5",4,0.946667048257976
"43","spa","PUD","3","6","0.4801","0.1485","3-4",4,0.92482665838845
"43","tha","PSUD","5","2","0.7812","0.3556","5",1,0.96709323583181
"43","tha","PUD","5","2","0.7159","0.3125","5",1,0.951492537313433
"43","zho","PSUD","5","4","0.5661","0.1454","5",2,0.857695082981136
"43","zho","PUD","5","7","0.4135","0.0934","5",2,0.808833162451584
"44","ara","PSUD","5","4","0.66","0.1873","5",2,0.965539285680955
"44","ara","PUD","5","4","0.591","0.2021","5",2,0.95598024583109
"44","ces","PSUD","5","7","0.5222","0.0769","5",1,0.891608391608392
"44","ces","PUD","5","7","0.4786","0.0994","5",1,0.895575221238938
"44","deu","PSUD","5","2","0.7867","0.2234","5",1,0.894366197183099
"44","deu","PUD","5","2","0.8226","0.1858","5",1,0.881081081081081
"44","fra","PSUD","5","5","0.6478","0.09","5",2,0.912309925880645
"44","fra","PUD","4","7","0.5037","0.0525","3-4",2,0.890991361579597
"44","hin","PSUD","7","6","0.7744","0.1284","6-7",3,0.887910666687696
"44","hin","PUD","4","4","0.6603","0.0798","3-4",3,0.864282716925083
"44","ita","PSUD","4","6","0.6065","0.0769","3-4",7,0.947238383974374
"44","ita","PUD","3","7","0.4791","0.123","3-4",7,0.934410590727849
"44","jpn","PSUD","7","9","0.7089","0.1002","6-7",9,0.896800697263583
"44","jpn","PUD","4","8","0.4661","0.0549","3-4",9,0.902928741552661
"44","por","PSUD","4","6","0.6272","0.0187","3-4",2,0.954912071110671
"44","por","PUD","3","6","0.4972","0.1504","3-4",2,0.941358562957796
"44","spa","PSUD","5","4","0.6235","0.2027","5",2,0.951661948201741
"44","spa","PUD","3","6","0.4586","0.2044","3-4",2,0.947755252036504
"44","tha","PSUD","6","2","0.9111","0.189","6-7",4,0.936735223275958
"44","tha","PUD","5","3","0.7282","0.1616","5",4,0.921897027828791
"45","eng","PSUD","4","4","0.6911","0.0783","3-4",1,0.941731441880443
"45","eng","PUD","4","8","0.4636","0.001","3-4",1,0.935227309529938
"45","fra","PSUD","5","3","0.6907","0.3151","5",1,0.989893324035191
"45","fra","PUD","4","7","0.5427","0.001","3-4",1,0.885350384857913
"45","hin","PSUD","5","2","0.8802","0.1731","5",1,0.893160037784037
"45","hin","PUD","5","4","0.5866","0.1321","5",1,0.886693848521878
"45","ind","PSUD","5","3","0.7762","0.1414","5",1,0.909799604788639
"45","ind","PUD","5","4","0.6124","0.137","5",1,0.894677296332222
"45","ita","PSUD","5","4","0.6487","0.1555","5",1,0.942437955734788
"45","ita","PUD","4","7","0.4819","0.001","3-4",1,0.939516163873177
"45","jpn","PSUD","7","9","0.7169","0.1007","6-7",8,0.904540461623912
"45","jpn","PUD","4","7","0.5133","0.0661","3-4",8,0.907692255764974
"45","por","PSUD","5","5","0.6125","0.1227","5",4,0.942891609316338
"45","por","PUD","3","6","0.4938","0.1345","3-4",4,0.932622228099601
"45","spa","PSUD","3","4","0.6904","0.1294","3-4",2,0.928427786195119
"45","spa","PUD","3","5","0.5349","0.1455","3-4",2,0.915163166161114
"45","tha","PSUD","5","3","0.7713","0.177","5",3,0.95198795013305
"45","tha","PUD","5","3","0.7069","0.2013","5",3,0.950595774188229
"46","deu","PSUD","4","13","0.3348","0.001","3-4",1,0.833065810593901
"46","deu","PUD","5","7","0.3905","0.1106","5",1,0.836601307189543
"46","fra","PSUD","5","5","0.6328","0.1243","5",3,0.961290139945438
"46","fra","PUD","3","6","0.5163","0.1259","3-4",3,0.939191132586952
"46","hin","PSUD","6","3","0.7418","0.1414","6-7",4,0.887530684406685
"46","hin","PUD","3","3","0.6861","0.1493","3-4",4,0.88360892319388
"46","ita","PSUD","5","4","0.6977","0.1167","5",2,0.934103317713999
"46","ita","PUD","4","7","0.503","0.05","3-4",2,0.923854673149649
"46","jpn","PSUD","7","12","0.7229","0.0946","6-7",6,0.909085162812337
"46","jpn","PUD","4","8","0.4918","0.041","3-4",6,0.915718954435619
"46","swe","PSUD","4","6","0.5833","0.001","3-4",1,0.955342902711324
"46","swe","PUD","3","5","0.5004","0.1886","3-4",1,0.944262295081967
"46","tha","PSUD","5","3","0.7025","0.208","5",3,0.939295361471455
"46","tha","PUD","5","3","0.646","0.2062","5",3,0.931061600850544
"46","zho","PSUD","5","3","0.6616","0.1877","5",1,0.911003236245955
"46","zho","PUD","5","5","0.4971","0.1455","5",1,0.89413680781759
"47","ara","PSUD","5","4","0.6863","0.1628","5",1,0.972265023112481
"47","ara","PUD","5","4","0.5623","0.1966","5",1,0.946708463949843
"47","deu","PSUD","3","9","0.3774","0.1445","3-4",2,0.913195800693494
"47","deu","PUD","3","9","0.3732","0.0812","3-4",2,0.862863675482653
"47","eng","PSUD","5","4","0.5646","0.2153","5",1,0.943076923076923
"47","eng","PUD","3","6","0.4304","0.1608","3-4",1,0.909375
"47","fra","PSUD","4","4","0.6784","0.1","3-4",2,0.955363494095888
"47","fra","PUD","4","5","0.5319","0.0535","3-4",2,0.933090203528091
"47","hin","PSUD","5","3","0.6961","0.1764","5",2,0.913961545369469
"47","hin","PUD","5","2","0.7918","0.2081","5",2,0.912674596246181
"47","ind","PSUD","5","4","0.7092","0.1322","5",1,0.955589586523737
"47","ind","PUD","5","5","0.5575","0.1514","5",1,0.951486697965571
"47","jpn","PSUD","3","4","0.732","0.0933","3-4",3,0.908030313006048
"47","jpn","PUD","3","7","0.5066","0.0817","3-4",3,0.919482890725616
"47","rus","PSUD","5","3","0.7498","0.1594","5",1,0.923430321592649
"47","rus","PUD","5","7","0.4396","0.1173","5",1,0.901869158878505
"47","spa","PSUD","5","4","0.6706","0.1565","5",1,0.964341085271318
"47","spa","PUD","5","5","0.5267","0.1802","5",1,0.960629921259842
"47","swe","PSUD","5","4","0.6634","0.1974","5",1,0.970992366412214
"47","swe","PUD","5","6","0.5272","0.1227","5",1,0.954258675078864
"48","eng","PSUD","4","8","0.5597","0.0042","3-4",2,0.946903725562718
"48","eng","PUD","4","13","0.3853","0.001","3-4",2,0.928497567880149
"48","fra","PSUD","5","4","0.6437","0.1332","5",1,0.916011829070811
"48","fra","PUD","5","6","0.4653","0.0962","5",1,0.855549997187026
"48","hin","PSUD","6","3","0.9166","0.1343","6-7",1,0.88000005999997
"48","hin","PUD","4","4","0.6463","0.001","3-4",1,0.847483554914309
"48","isl","PSUD","5","3","0.7967","0.1758","5",1,0.963645194549106
"48","isl","PUD","5","4","0.6572","0.1379","5",1,0.94053521281704
"48","jpn","PSUD","6","6","0.8187","0.1024","6-7",4,0.880139913285972
"48","jpn","PUD","5","5","0.5715","0.0974","5",4,0.888996335590732
"48","por","PSUD","3","6","0.6213","0.0947","3-4",1,0.955245449833758
"48","por","PUD","5","4","0.5467","0.1817","5",1,0.928000035999982
"48","spa","PSUD","4","4","0.7114","0.0784","3-4",2,0.945492386163587
"48","spa","PUD","4","7","0.5187","0.001","3-4",2,0.937035466701893
"48","tha","PSUD","6","3","0.8771","0.2219","6-7",4,0.949246056863748
"48","tha","PUD","5","3","0.6874","0.1844","5",4,0.936923884088173
"49","ara","PSUD","4","3","0.8119","0.1102","3-4",2,0.971896248690681
"49","ara","PUD","5","3","0.7489","0.1743","5",2,0.96
"49","fra","PSUD","4","6","0.604","0.0703","3-4",3,0.967349277445692
"49","fra","PUD","4","7","0.4847","0.0804","3-4",3,0.944492824127671
"49","hin","PSUD","5","3","0.7668","0.1129","5",2,0.864891798124248
"49","hin","PUD","5","4","0.6392","0.1055","5",2,0.885457997332361
"49","ita","PSUD","5","6","0.6019","0.1037","5",1,0.955555555555556
"49","ita","PUD","4","6","0.5617","0.001","3-4",1,0.928169014084507
"49","jpn","PSUD","4","7","0.6283","0.0024","3-4",2,0.899753941144556
"49","jpn","PUD","3","7","0.5056","0.0749","3-4",2,0.904504368447584
"49","spa","PSUD","5","6","0.582","0.1402","5",1,0.966620305980529
"49","spa","PUD","3","7","0.4742","0.166","3-4",1,0.954866008462623
"49","swe","PSUD","5","5","0.6223","0.0957","5",1,0.910739191073919
"49","swe","PUD","5","5","0.52","0.1276","5",1,0.89586305278174
"49","tha","PSUD","5","3","0.7462","0.2294","5",2,0.968711003450048
"49","tha","PUD","5","5","0.5553","0.1814","5",2,0.96724443976138
"49","zho","PSUD","5","6","0.4273","0.0901","5",1,0.763713080168776
"49","zho","PUD","5","4","0.5047","0.1252","5",1,0.814761215629522
"5","ara","PSUD","5","2","0.7143","0.6667","5",10,0.633333333333333
"5","ara","PUD","5","3","0.549","0.8499","5",10,0.55
"5","ces","PSUD","2","3","0.5721","0.8133","2",16,0.552083333333333
"5","ces","PUD","2","3","0.5123","0.7398","2",16,0.380208333333333
"5","deu","PSUD","2","2","0.5884","0.7857","2",8,0.708333333333333
"5","deu","PUD","5","3","0.4202","0.7751","5",8,0.28125
"5","eng","PSUD","1","2","0.6797","0.7778","1",6,0.833333333333333
"5","eng","PUD","0","3","0.4477","0.7201","0",6,0.222222222222222
"5","fin","PSUD","2","3","0.6342","0.8524","2",28,0.642857142857143
"5","fin","PUD","5","3","0.5454","0.7241","5",28,0.37797619047619
"5","fra","PSUD",NA,NA,NA,NA,NA,NA,0.916666666666667
"5","fra","PUD","1","2","0.8","0.6","1",3,0.666666666666667
"5","hin","PSUD","0","2","0.3333","0.6667","0",2,0.375
"5","hin","PUD","0","2","0.55","0.75","0",2,0.75
"5","ind","PSUD","1","2","0.7143","0.8571","1",12,0.8125
"5","ind","PUD","1","2","0.6","0.8","1",12,0.680555555555556
"5","isl","PSUD","1","2","0.76","0.8","1",13,0.858974358974359
"5","isl","PUD","2","3","0.4808","0.7654","2",13,0.33974358974359
"5","ita","PSUD","5","2","0.6727","0.5455","5",4,0.291666666666667
"5","ita","PUD","5","2","0.7","0.5","5",4,0.270833333333333
"5","kor","PSUD","5","3","0.5432","0.6618","5",11,0.356060606060606
"5","kor","PUD","5","2","0.6547","0.5484","5",11,0.378787878787879
"5","pol","PSUD","5","3","0.6186","0.8594","5",14,0.55952380952381
"5","pol","PUD","5","3","0.5996","0.6711","5",14,0.44047619047619
"5","por","PSUD","1","2","0.7333","0.8","1",4,0.854166666666667
"5","por","PUD","0","2","0.3951","0.7778","0",4,0.583333333333333
"5","rus","PSUD","2","2","0.6143","0.9","2",15,0.805555555555556
"5","rus","PUD","1","2","0.4667","0.8","1",15,0.566666666666667
"5","spa","PSUD","1","2","0.46","0.9","1",6,0.694444444444444
"5","spa","PUD","1","2","0.5238","0.6667","1",6,0.458333333333333
"5","swe","PSUD","5","2","0.6753","0.7143","5",12,0.708333333333333
"5","swe","PUD","0","3","0.3877","0.7852","0",12,0.194444444444444
"5","tha","PSUD","5","2","0.7333","0.6667","5",7,0.69047619047619
"5","tha","PUD","1","3","0.5357","0.707","1",7,0.511904761904762
"5","tur","PSUD","5","2","0.6429","0.5714","5",13,0.371794871794872
"5","tur","PUD","5","2","0.6622","0.5405","5",13,0.346153846153846
"5","zho","PSUD","0","2","0.001","0.7015","0",4,0.25
